,E_price,Text,Psol,Pelec,Ppeop,Pven,Pint
2020-01-01 00:00:00,0.1833,281.25,0.0,1248,960,-4176.0,-1968.0
2020-01-01 01:00:00,0.1833,280.95,0.0,1248,960,-2496.0,-288.0
2020-01-01 02:00:00,0.1833,280.75,0.0,1248,960,-2563.2,-355.2
2020-01-01 03:00:00,0.1833,280.55,0.0,1248,960,-2601.6,-393.6
2020-01-01 04:00:00,0.1833,280.25,0.0,1248,960,-2649.6,-441.6
2020-01-01 05:00:00,0.1833,280.05,0.0,1248,960,-2707.2,-499.2
2020-01-01 06:00:00,0.3666,279.85,0.0,1728,960,-2755.2,-67.2000000000003
2020-01-01 07:00:00,0.3666,279.55,0.0,2208,960,-2793.6,374.4
2020-01-01 08:00:00,0.3666,279.65,29.1,1248,960,-2860.8,-652.8
2020-01-01 09:00:00,0.3666,279.65,174.4,480,960,-2832.0,-1392.0
2020-01-01 10:00:00,0.3666,280.15,1250.2,480,960,-2832.0,-1392.0
2020-01-01 11:00:00,0.3666,280.45,1221.1,1440,960,-2736.0,-336.0
2020-01-01 12:00:00,0.3666,280.55,1075.7,2400,960,-2668.8,691.2
2020-01-01 13:00:00,0.3666,280.35,261.7,1440,960,-2649.6,-249.6
2020-01-01 14:00:00,0.3666,280.35,843.1,480,960,-2688.0,-1248.0
2020-01-01 15:00:00,0.3666,280.25,145.4,480,960,-2688.0,-1248.0
2020-01-01 16:00:00,0.3666,280.05,0.0,1440,960,-2707.2,-307.2
2020-01-01 17:00:00,0.3666,279.95,0.0,2784,960,-2755.2,988.8
2020-01-01 18:00:00,0.3666,279.85,0.0,2112,960,-2774.4,297.6
2020-01-01 19:00:00,0.3666,279.85,0.0,1728,960,-2793.6,-105.6
2020-01-01 20:00:00,0.3666,279.75,0.0,960,960,-2793.6,-873.6
2020-01-01 21:00:00,0.3666,279.65,0.0,1248,960,-2812.8,-604.8
2020-01-01 22:00:00,0.1833,279.55,0.0,1248,960,-2832.0,-624.0
2020-01-01 23:00:00,0.1833,279.45,0.0,1248,960,-2860.8,-652.8
2020-01-02 00:00:00,0.1833,279.15,0.0,1248,960,-2880.0,-672.0
2020-01-02 01:00:00,0.1833,278.85,0.0,1248,960,-2937.6,-729.6
2020-01-02 02:00:00,0.1833,278.65,0.0,1248,960,-3004.8,-796.8
2020-01-02 03:00:00,0.1833,278.35,0.0,1248,960,-3043.2,-835.2
2020-01-02 04:00:00,0.1833,278.05,0.0,1248,960,-3110.4,-902.4
2020-01-02 05:00:00,0.1833,277.75,0.0,1248,960,-3168.0,-960.0
2020-01-02 06:00:00,0.3666,277.45,0.0,1728,960,-3235.2,-547.2
2020-01-02 07:00:00,0.3666,277.15,0.0,2208,960,-3302.4,-134.4
2020-01-02 08:00:00,0.3666,277.55,203.5,1248,960,-3360.0,-1152.0
2020-01-02 09:00:00,0.3666,278.25,1133.9,480,960,-3273.6,-1833.6
2020-01-02 10:00:00,0.3666,279.25,2558.5,480,960,-3129.6,-1689.6
2020-01-02 11:00:00,0.3666,279.15,1046.7,1440,960,-2918.4,-518.4
2020-01-02 12:00:00,0.3666,279.55,2384.0,2400,960,-2937.6,422.4
2020-01-02 13:00:00,0.3666,279.85,2791.1,1440,960,-2860.8,-460.8
2020-01-02 14:00:00,0.3666,280.05,2442.2,480,960,-2793.6,-1353.6
2020-01-02 15:00:00,0.3666,279.95,1511.8,480,960,-2755.2,-1315.2
2020-01-02 16:00:00,0.3666,279.55,378.0,1440,960,-2774.4,-374.4
2020-01-02 17:00:00,0.3666,279.25,0.0,2784,960,-2860.8,883.2
2020-01-02 18:00:00,0.3666,278.95,0.0,2112,960,-2918.4,153.6
2020-01-02 19:00:00,0.3666,278.65,0.0,1728,960,-2985.6,-297.6
2020-01-02 20:00:00,0.3666,278.35,0.0,960,960,-3043.2,-1123.2
2020-01-02 21:00:00,0.3666,278.05,0.0,1248,960,-3110.4,-902.4
2020-01-02 22:00:00,0.1833,277.75,0.0,1248,960,-3168.0,-960.0
2020-01-02 23:00:00,0.1833,277.45,0.0,1248,960,-3235.2,-1027.2
2020-01-03 00:00:00,0.1833,277.15,0.0,1248,960,-3302.4,-1094.4
2020-01-03 01:00:00,0.1833,276.85,0.0,1248,960,-3360.0,-1152.0
2020-01-03 02:00:00,0.1833,276.65,0.0,1248,960,-3427.2,-1219.2
2020-01-03 03:00:00,0.1833,276.45,0.0,1248,960,-3465.6,-1257.6
2020-01-03 04:00:00,0.1833,276.15,0.0,1248,960,-3513.6,-1305.6
2020-01-03 05:00:00,0.1833,275.95,0.0,1248,960,-3571.2,-1363.2
2020-01-03 06:00:00,0.3666,275.75,0.0,1728,960,-3609.6,-921.6
2020-01-03 07:00:00,0.3666,275.45,0.0,2208,960,-3657.6,-489.6
2020-01-03 08:00:00,0.3666,276.15,436.1,1248,960,-3715.2,-1507.2
2020-01-03 09:00:00,0.3666,278.05,1192.0,480,960,-3571.2,-2131.2
2020-01-03 10:00:00,0.3666,280.25,1686.3,480,960,-3168.0,-1728.0
2020-01-03 11:00:00,0.3666,282.05,2965.5,1440,960,-2707.2,-307.2
2020-01-03 12:00:00,0.3666,282.95,17567.6,2400,960,-2332.8,1027.2
2020-01-03 13:00:00,0.3666,283.85,21904.3,1440,960,-2140.8,259.2
2020-01-03 14:00:00,0.3666,283.95,17154.4,480,960,-1968.0,-528.0
2020-01-03 15:00:00,0.3666,283.15,4883.1,480,960,-1968.0,-528.0
2020-01-03 16:00:00,0.3666,281.85,348.9,1440,960,-2140.8,259.2
2020-01-03 17:00:00,0.3666,281.45,0.0,2784,960,-2409.6,1334.4
2020-01-03 18:00:00,0.3666,281.05,0.0,2112,960,-2476.8,595.2
2020-01-03 19:00:00,0.3666,280.65,0.0,1728,960,-2544.0,144.0
2020-01-03 20:00:00,0.3666,280.15,0.0,960,960,-2630.4,-710.4
2020-01-03 21:00:00,0.3666,279.75,0.0,1248,960,-2736.0,-528.0
2020-01-03 22:00:00,0.1833,279.35,0.0,1248,960,-2812.8,-604.8
2020-01-03 23:00:00,0.1833,278.95,0.0,1248,960,-2899.2,-691.2
2020-01-04 00:00:00,0.1833,278.25,0.0,1248,960,-2985.6,-777.6
2020-01-04 01:00:00,0.1833,277.55,0.0,1248,960,-3129.6,-921.6
2020-01-04 02:00:00,0.1833,276.85,0.0,1248,960,-3273.6,-1065.6
2020-01-04 03:00:00,0.1833,276.15,0.0,1248,960,-3427.2,-1219.2
2020-01-04 04:00:00,0.1833,275.45,0.0,1248,960,-3571.2,-1363.2
2020-01-04 05:00:00,0.1833,274.75,0.0,1248,960,-3715.2,-1507.2
2020-01-04 06:00:00,0.1833,274.05,0.0,1728,960,-3868.8,-1180.8
2020-01-04 07:00:00,0.1833,273.35,0.0,2208,960,-4012.8,-844.8
2020-01-04 08:00:00,0.1833,273.85,378.0,1248,960,-4156.8,-1948.8
2020-01-04 09:00:00,0.1833,275.05,1773.5,480,960,-4051.2,-2611.2
2020-01-04 10:00:00,0.1833,276.45,3140.0,480,960,-3801.6,-2361.6
2020-01-04 11:00:00,0.1833,277.15,3895.9,1440,960,-3513.6,-1113.6
2020-01-04 12:00:00,0.1833,277.45,3975.2,2400,960,-3360.0,0.0
2020-01-04 13:00:00,0.1833,278.25,12037.9,1440,960,-3302.4,-902.4
2020-01-04 14:00:00,0.1833,278.35,4946.9,480,960,-3129.6,-1689.6
2020-01-04 15:00:00,0.1833,277.45,755.9,480,960,-3110.4,-1670.4
2020-01-04 16:00:00,0.1833,276.65,610.5,1440,960,-3302.4,-902.4
2020-01-04 17:00:00,0.1833,276.45,0.0,2784,960,-3465.6,278.4
2020-01-04 18:00:00,0.1833,276.15,0.0,2112,960,-3513.6,-441.6
2020-01-04 19:00:00,0.1833,275.85,0.0,1728,960,-3571.2,-883.2
2020-01-04 20:00:00,0.1833,275.55,0.0,960,960,-3638.4,-1718.4
2020-01-04 21:00:00,0.1833,275.25,0.0,1248,960,-3696.0,-1488.0
2020-01-04 22:00:00,0.1833,274.95,0.0,1248,960,-3763.2,-1555.2
2020-01-04 23:00:00,0.1833,274.75,0.0,1248,960,-3820.8,-1612.8
2020-01-05 00:00:00,0.1833,274.55,0.0,1248,960,-3868.8,-1660.8
2020-01-05 01:00:00,0.1833,274.35,0.0,1248,960,-3907.2,-1699.2
2020-01-05 02:00:00,0.1833,274.15,0.0,1248,960,-3945.6,-1737.6
2020-01-05 03:00:00,0.1833,273.95,0.0,1248,960,-3993.6,-1785.6
2020-01-05 04:00:00,0.1833,273.75,0.0,1248,960,-4032.0,-1824.0
2020-01-05 05:00:00,0.1833,273.55,0.0,1248,960,-4080.0,-1872.0
2020-01-05 06:00:00,0.3666,273.35,0.0,1728,960,-4118.4,-1430.4
2020-01-05 07:00:00,0.3666,273.15,0.0,2208,960,-4156.8,-988.8
2020-01-05 08:00:00,0.3666,273.45,174.4,1248,960,-4204.8,-1996.8
2020-01-05 09:00:00,0.3666,274.45,1453.7,480,960,-4137.6,-2697.6
2020-01-05 10:00:00,0.3666,275.25,2384.0,480,960,-3926.4,-2486.4
2020-01-05 11:00:00,0.3666,276.45,3983.1,1440,960,-3763.2,-1363.2
2020-01-05 12:00:00,0.3666,276.55,2529.4,2400,960,-3513.6,-153.6
2020-01-05 13:00:00,0.3666,276.75,2674.8,1440,960,-3484.8,-1084.8
2020-01-05 14:00:00,0.3666,276.55,1918.9,480,960,-3446.4,-2006.4
2020-01-05 15:00:00,0.3666,276.65,3226.2,480,960,-3484.8,-2044.8
2020-01-05 16:00:00,0.3666,276.15,581.5,1440,960,-3465.6,-1065.6
2020-01-05 17:00:00,0.3666,275.85,0.0,2784,960,-3571.2,172.8
2020-01-05 18:00:00,0.3666,275.65,0.0,2112,960,-3638.4,-566.4
2020-01-05 19:00:00,0.3666,275.45,0.0,1728,960,-3676.8,-988.8
2020-01-05 20:00:00,0.3666,275.25,0.0,960,960,-3715.2,-1795.2
2020-01-05 21:00:00,0.3666,274.95,0.0,1248,960,-3763.2,-1555.2
2020-01-05 22:00:00,0.1833,274.75,0.0,1248,960,-3820.8,-1612.8
2020-01-05 23:00:00,0.1833,274.55,0.0,1248,960,-3868.8,-1660.8
2020-01-06 00:00:00,0.1833,274.35,0.0,1248,960,-3907.2,-1699.2
2020-01-06 01:00:00,0.1833,274.05,0.0,1248,960,-3945.6,-1737.6
2020-01-06 02:00:00,0.1833,273.85,0.0,1248,960,-4012.8,-1804.8
2020-01-06 03:00:00,0.1833,273.65,0.0,1248,960,-4051.2,-1843.2
2020-01-06 04:00:00,0.1833,273.45,0.0,1248,960,-4099.2,-1891.2
2020-01-06 05:00:00,0.1833,273.25,0.0,1248,960,-4137.6,-1929.6
2020-01-06 06:00:00,0.3666,272.95,0.0,1728,960,-4185.6,-1497.6
2020-01-06 07:00:00,0.3666,272.75,0.0,2208,960,-4243.2,-1075.2
2020-01-06 08:00:00,0.3666,272.85,58.1,1248,960,-4281.6,-2073.6
2020-01-06 09:00:00,0.3666,273.35,610.5,480,960,-4262.4,-2822.4
2020-01-06 10:00:00,0.3666,273.75,1133.9,480,960,-4156.8,-2716.8
2020-01-06 11:00:00,0.3666,273.85,872.2,1440,960,-4080.0,-1680.0
2020-01-06 12:00:00,0.3666,273.65,232.6,2400,960,-4051.2,-691.2
2020-01-06 13:00:00,0.3666,273.85,1279.2,1440,960,-4099.2,-1699.2
2020-01-06 14:00:00,0.3666,274.05,1366.5,480,960,-4051.2,-2611.2
2020-01-06 15:00:00,0.3666,274.05,1133.9,480,960,-4012.8,-2572.8
2020-01-06 16:00:00,0.3666,273.95,319.8,1440,960,-4012.8,-1612.8
2020-01-06 17:00:00,0.3666,273.75,0.0,2784,960,-4032.0,-288.0
2020-01-06 18:00:00,0.3666,273.55,0.0,2112,960,-4080.0,-1008.0
2020-01-06 19:00:00,0.3666,273.35,0.0,1728,960,-4118.4,-1430.4
2020-01-06 20:00:00,0.3666,273.25,0.0,960,960,-4156.8,-2236.8
2020-01-06 21:00:00,0.3666,273.05,0.0,1248,960,-4185.6,-1977.6
2020-01-06 22:00:00,0.1833,272.85,0.0,1248,960,-4224.0,-2016.0
2020-01-06 23:00:00,0.1833,272.65,0.0,1248,960,-4262.4,-2054.4
2020-01-07 00:00:00,0.1833,272.45,0.0,1248,960,-4310.4,-2102.4
2020-01-07 01:00:00,0.1833,272.35,0.0,1248,960,-4348.8,-2140.8
2020-01-07 02:00:00,0.1833,272.25,0.0,1248,960,-4368.0,-2160.0
2020-01-07 03:00:00,0.1833,272.05,0.0,1248,960,-4387.2,-2179.2
2020-01-07 04:00:00,0.1833,271.95,0.0,1248,960,-4435.2,-2227.2
2020-01-07 05:00:00,0.1833,271.85,0.0,1248,960,-4454.4,-2246.4
2020-01-07 06:00:00,0.3666,271.65,0.0,1728,960,-4473.6,-1785.6
2020-01-07 07:00:00,0.3666,271.55,0.0,2208,960,-4521.6,-1353.6
2020-01-07 08:00:00,0.3666,272.05,348.9,1248,960,-4540.8,-2332.8
2020-01-07 09:00:00,0.3666,273.55,1511.8,480,960,-4435.2,-2995.2
2020-01-07 10:00:00,0.3666,274.85,3169.0,480,960,-4118.4,-2678.4
2020-01-07 11:00:00,0.3666,276.45,3372.6,1440,960,-3849.6,-1449.6
2020-01-07 12:00:00,0.3666,277.45,14420.7,2400,960,-3513.6,-153.6
2020-01-07 13:00:00,0.3666,278.15,15442.7,1440,960,-3302.4,-902.4
2020-01-07 14:00:00,0.3666,277.45,2325.9,480,960,-3148.8,-1708.8
2020-01-07 15:00:00,0.3666,276.25,203.5,480,960,-3302.4,-1862.4
2020-01-07 16:00:00,0.3666,275.35,29.1,1440,960,-3552.0,-1152.0
2020-01-07 17:00:00,0.3666,275.25,0.0,2784,960,-3744.0,0.0
2020-01-07 18:00:00,0.3666,275.15,0.0,2112,960,-3763.2,-691.2
2020-01-07 19:00:00,0.3666,275.15,0.0,1728,960,-3782.4,-1094.4
2020-01-07 20:00:00,0.3666,275.05,0.0,960,960,-3782.4,-1862.4
2020-01-07 21:00:00,0.3666,274.95,0.0,1248,960,-3801.6,-1593.6
2020-01-07 22:00:00,0.1833,274.85,0.0,1248,960,-3820.8,-1612.8
2020-01-07 23:00:00,0.1833,274.75,0.0,1248,960,-3849.6,-1641.6
2020-01-08 00:00:00,0.1833,274.45,0.0,1248,960,-3868.8,-1660.8
2020-01-08 01:00:00,0.1833,274.05,0.0,1248,960,-3926.4,-1718.4
2020-01-08 02:00:00,0.1833,273.75,0.0,1248,960,-4012.8,-1804.8
2020-01-08 03:00:00,0.1833,273.45,0.0,1248,960,-4080.0,-1872.0
2020-01-08 04:00:00,0.1833,273.15,0.0,1248,960,-4137.6,-1929.6
2020-01-08 05:00:00,0.1833,272.85,0.0,1248,960,-4204.8,-1996.8
2020-01-08 06:00:00,0.3666,272.55,0.0,1728,960,-4262.4,-1574.4
2020-01-08 07:00:00,0.3666,272.25,0.0,2208,960,-4329.6,-1161.6
2020-01-08 08:00:00,0.3666,272.35,116.3,1248,960,-4387.2,-2179.2
2020-01-08 09:00:00,0.3666,272.95,901.3,480,960,-4368.0,-2928.0
2020-01-08 10:00:00,0.3666,273.25,1308.3,480,960,-4243.2,-2803.2
2020-01-08 11:00:00,0.3666,273.85,2442.2,1440,960,-4185.6,-1785.6
2020-01-08 12:00:00,0.3666,274.05,1628.1,2400,960,-4051.2,-691.2
2020-01-08 13:00:00,0.3666,274.05,1628.1,1440,960,-4012.8,-1612.8
2020-01-08 14:00:00,0.3666,273.95,843.1,480,960,-4012.8,-2572.8
2020-01-08 15:00:00,0.3666,273.75,814.1,480,960,-4032.0,-2592.0
2020-01-08 16:00:00,0.3666,273.45,87.2,1440,960,-4080.0,-1680.0
2020-01-08 17:00:00,0.3666,273.25,0.0,2784,960,-4137.6,-393.599999999999
2020-01-08 18:00:00,0.3666,273.15,0.0,2112,960,-4185.6,-1113.6
2020-01-08 19:00:00,0.3666,272.95,0.0,1728,960,-4204.8,-1516.8
2020-01-08 20:00:00,0.3666,272.75,0.0,960,960,-4243.2,-2323.2
2020-01-08 21:00:00,0.3666,272.65,0.0,1248,960,-4281.6,-2073.6
2020-01-08 22:00:00,0.1833,272.45,0.0,1248,960,-4310.4,-2102.4
2020-01-08 23:00:00,0.1833,272.25,0.0,1248,960,-4348.8,-2140.8
2020-01-09 00:00:00,0.1833,272.15,0.0,1248,960,-4387.2,-2179.2
2020-01-09 01:00:00,0.1833,272.05,0.0,1248,960,-4416.0,-2208.0
2020-01-09 02:00:00,0.1833,271.85,0.0,1248,960,-4435.2,-2227.2
2020-01-09 03:00:00,0.1833,271.75,0.0,1248,960,-4473.6,-2265.6
2020-01-09 04:00:00,0.1833,271.55,0.0,1248,960,-4492.8,-2284.8
2020-01-09 05:00:00,0.1833,271.45,0.0,1248,960,-4540.8,-2332.8
2020-01-09 06:00:00,0.3666,271.35,0.0,1728,960,-4560.0,-1872.0
2020-01-09 07:00:00,0.3666,271.15,0.0,2208,960,-4579.2,-1411.2
2020-01-09 08:00:00,0.3666,271.35,87.2,1248,960,-4627.2,-2419.2
2020-01-09 09:00:00,0.3666,271.55,407.0,480,960,-4579.2,-3139.2
2020-01-09 10:00:00,0.3666,271.65,407.0,480,960,-4540.8,-3100.8
2020-01-09 11:00:00,0.3666,271.75,581.5,1440,960,-4521.6,-2121.6
2020-01-09 12:00:00,0.3666,271.95,1162.9,2400,960,-4492.8,-1132.8
2020-01-09 13:00:00,0.3666,272.25,1511.8,1440,960,-4454.4,-2054.4
2020-01-09 14:00:00,0.3666,272.45,1395.5,480,960,-4387.2,-2947.2
2020-01-09 15:00:00,0.3666,272.45,1104.8,480,960,-4348.8,-2908.8
2020-01-09 16:00:00,0.3666,272.25,145.4,1440,960,-4348.8,-1948.8
2020-01-09 17:00:00,0.3666,272.25,0.0,2784,960,-4387.2,-643.200000000001
2020-01-09 18:00:00,0.3666,272.15,0.0,2112,960,-4387.2,-1315.2
2020-01-09 19:00:00,0.3666,272.05,0.0,1728,960,-4416.0,-1728.0
2020-01-09 20:00:00,0.3666,272.05,0.0,960,960,-4435.2,-2515.2
2020-01-09 21:00:00,0.3666,271.95,0.0,1248,960,-4435.2,-2227.2
2020-01-09 22:00:00,0.1833,271.95,0.0,1248,960,-4454.4,-2246.4
2020-01-09 23:00:00,0.1833,271.85,0.0,1248,960,-4454.4,-2246.4
2020-01-10 00:00:00,0.1833,271.85,0.0,1248,960,-4473.6,-2265.6
2020-01-10 01:00:00,0.1833,271.85,0.0,1248,960,-4473.6,-2265.6
2020-01-10 02:00:00,0.1833,271.75,0.0,1248,960,-4473.6,-2265.6
2020-01-10 03:00:00,0.1833,271.75,0.0,1248,960,-4492.8,-2284.8
2020-01-10 04:00:00,0.1833,271.75,0.0,1248,960,-4492.8,-2284.8
2020-01-10 05:00:00,0.1833,271.75,0.0,1248,960,-4492.8,-2284.8
2020-01-10 06:00:00,0.3666,271.75,0.0,1728,960,-4492.8,-1804.8
2020-01-10 07:00:00,0.3666,271.75,0.0,2208,960,-4492.8,-1324.8
2020-01-10 08:00:00,0.3666,271.95,145.4,1248,960,-4492.8,-2284.8
2020-01-10 09:00:00,0.3666,271.95,174.4,480,960,-4454.4,-3014.4
2020-01-10 10:00:00,0.3666,272.45,901.3,480,960,-4454.4,-3014.4
2020-01-10 11:00:00,0.3666,272.75,1192.0,1440,960,-4348.8,-1948.8
2020-01-10 12:00:00,0.3666,272.95,1192.0,2400,960,-4281.6,-921.6
2020-01-10 13:00:00,0.3666,273.45,2674.8,1440,960,-4243.2,-1843.2
2020-01-10 14:00:00,0.3666,273.55,1337.4,480,960,-4137.6,-2697.6
2020-01-10 15:00:00,0.3666,273.45,814.1,480,960,-4118.4,-2678.4
2020-01-10 16:00:00,0.3666,273.25,232.6,1440,960,-4137.6,-1737.6
2020-01-10 17:00:00,0.3666,273.05,0.0,2784,960,-4185.6,-441.6
2020-01-10 18:00:00,0.3666,272.95,0.0,2112,960,-4224.0,-1152.0
2020-01-10 19:00:00,0.3666,272.75,0.0,1728,960,-4243.2,-1555.2
2020-01-10 20:00:00,0.3666,272.55,0.0,960,960,-4281.6,-2361.6
2020-01-10 21:00:00,0.3666,272.35,0.0,1248,960,-4329.6,-2121.6
2020-01-10 22:00:00,0.1833,272.25,0.0,1248,960,-4368.0,-2160.0
2020-01-10 23:00:00,0.1833,272.05,0.0,1248,960,-4387.2,-2179.2
2020-01-11 00:00:00,0.1833,271.65,0.0,1248,960,-4435.2,-2227.2
2020-01-11 01:00:00,0.1833,271.25,0.0,1248,960,-4521.6,-2313.6
2020-01-11 02:00:00,0.1833,270.85,0.0,1248,960,-4598.4,-2390.4
2020-01-11 03:00:00,0.1833,270.45,0.0,1248,960,-4684.8,-2476.8
2020-01-11 04:00:00,0.1833,270.05,0.0,1248,960,-4771.2,-2563.2
2020-01-11 05:00:00,0.1833,269.65,0.0,1248,960,-4857.6,-2649.6
2020-01-11 06:00:00,0.1833,269.35,0.0,1728,960,-4934.4,-2246.4
2020-01-11 07:00:00,0.1833,268.95,0.0,2208,960,-5001.6,-1833.6
2020-01-11 08:00:00,0.1833,269.45,290.7,1248,960,-5088.0,-2880.0
2020-01-11 09:00:00,0.1833,269.65,494.3,480,960,-4982.4,-3542.4
2020-01-11 10:00:00,0.1833,270.65,2209.6,480,960,-4934.4,-3494.4
2020-01-11 11:00:00,0.1833,273.45,3750.5,1440,960,-4723.2,-2323.2
2020-01-11 12:00:00,0.1833,275.65,24316.4,2400,960,-4137.6,-777.599999999999
2020-01-11 13:00:00,0.1833,277.25,27197.7,1440,960,-3676.8,-1276.8
2020-01-11 14:00:00,0.1833,278.05,23320.0,480,960,-3350.4,-1910.4
2020-01-11 15:00:00,0.1833,277.75,15231.9,480,960,-3206.4,-1766.4
2020-01-11 16:00:00,0.1833,276.65,814.1,1440,960,-3283.2,-883.2
2020-01-11 17:00:00,0.1833,276.05,0.0,2784,960,-3513.6,230.4
2020-01-11 18:00:00,0.1833,275.45,0.0,2112,960,-3609.6,-537.6
2020-01-11 19:00:00,0.1833,274.85,0.0,1728,960,-3715.2,-1027.2
2020-01-11 20:00:00,0.1833,274.25,0.0,960,960,-3849.6,-1929.6
2020-01-11 21:00:00,0.1833,273.65,0.0,1248,960,-3974.4,-1766.4
2020-01-11 22:00:00,0.1833,273.05,0.0,1248,960,-4099.2,-1891.2
2020-01-11 23:00:00,0.1833,272.45,0.0,1248,960,-4224.0,-2016.0
2020-01-12 00:00:00,0.1833,271.65,0.0,1248,960,-4348.8,-2140.8
2020-01-12 01:00:00,0.1833,270.75,0.0,1248,960,-4521.6,-2313.6
2020-01-12 02:00:00,0.1833,269.85,0.0,1248,960,-4704.0,-2496.0
2020-01-12 03:00:00,0.1833,268.95,0.0,1248,960,-4896.0,-2688.0
2020-01-12 04:00:00,0.1833,268.05,0.0,1248,960,-5088.0,-2880.0
2020-01-12 05:00:00,0.1833,267.15,0.0,1248,960,-5270.4,-3062.4
2020-01-12 06:00:00,0.3666,266.15,0.0,1728,960,-5462.4,-2774.4
2020-01-12 07:00:00,0.3666,265.25,0.0,2208,960,-5673.6,-2505.6
2020-01-12 08:00:00,0.3666,265.55,378.0,1248,960,-5865.6,-3657.6
2020-01-12 09:00:00,0.3666,266.55,1773.5,480,960,-5798.4,-4358.4
2020-01-12 10:00:00,0.3666,267.05,2994.6,480,960,-5587.2,-4147.2
2020-01-12 11:00:00,0.3666,266.95,2006.1,1440,960,-5481.6,-3081.6
2020-01-12 12:00:00,0.3666,267.15,4169.9,2400,960,-5500.8,-2140.8
2020-01-12 13:00:00,0.3666,267.35,3961.7,1440,960,-5462.4,-3062.4
2020-01-12 14:00:00,0.3666,267.45,5937.4,480,960,-5424.0,-3984.0
2020-01-12 15:00:00,0.3666,267.35,4404.3,480,960,-5395.2,-3955.2
2020-01-12 16:00:00,0.3666,266.75,581.5,1440,960,-5424.0,-3024.0
2020-01-12 17:00:00,0.3666,266.45,0.0,2784,960,-5548.8,-1804.8
2020-01-12 18:00:00,0.3666,266.05,0.0,2112,960,-5606.4,-2534.4
2020-01-12 19:00:00,0.3666,265.75,0.0,1728,960,-5692.8,-3004.8
2020-01-12 20:00:00,0.3666,265.45,0.0,960,960,-5760.0,-3840.0
2020-01-12 21:00:00,0.3666,266.15,0.0,1248,960,-5817.6,-3609.6
2020-01-12 22:00:00,0.1833,266.15,0.0,1248,960,-5673.6,-3465.6
2020-01-12 23:00:00,0.1833,266.15,0.0,1248,960,-5673.6,-3465.6
2020-01-13 00:00:00,0.1833,266.15,0.0,1248,960,-5673.6,-3465.6
2020-01-13 01:00:00,0.1833,266.25,0.0,1248,960,-5673.6,-3465.6
2020-01-13 02:00:00,0.1833,266.25,0.0,1248,960,-5654.4,-3446.4
2020-01-13 03:00:00,0.1833,266.25,0.0,1248,960,-5654.4,-3446.4
2020-01-13 04:00:00,0.1833,266.35,0.0,1248,960,-5654.4,-3446.4
2020-01-13 05:00:00,0.1833,266.35,0.0,1248,960,-5635.2,-3427.2
2020-01-13 06:00:00,0.3666,266.35,0.0,1728,960,-5635.2,-2947.2
2020-01-13 07:00:00,0.3666,266.45,0.0,2208,960,-5635.2,-2467.2
2020-01-13 08:00:00,0.3666,266.95,290.7,1248,960,-5606.4,-3398.4
2020-01-13 09:00:00,0.3666,267.75,1337.4,480,960,-5500.8,-4060.8
2020-01-13 10:00:00,0.3666,269.85,3052.7,480,960,-5337.6,-3897.6
2020-01-13 11:00:00,0.3666,271.95,16870.7,1440,960,-4896.0,-2496.0
2020-01-13 12:00:00,0.3666,272.95,11116.5,2400,960,-4454.4,-1094.4
2020-01-13 13:00:00,0.3666,273.45,8836.8,1440,960,-4243.2,-1843.2
2020-01-13 14:00:00,0.3666,273.65,9150.6,480,960,-4137.6,-2697.6
2020-01-13 15:00:00,0.3666,273.05,3052.1,480,960,-4099.2,-2659.2
2020-01-13 16:00:00,0.3666,272.05,755.9,1440,960,-4224.0,-1824.0
2020-01-13 17:00:00,0.3666,271.85,0.0,2784,960,-4435.2,-691.2
2020-01-13 18:00:00,0.3666,271.75,0.0,2112,960,-4473.6,-1401.6
2020-01-13 19:00:00,0.3666,271.55,0.0,1728,960,-4492.8,-1804.8
2020-01-13 20:00:00,0.3666,271.45,0.0,960,960,-4540.8,-2620.8
2020-01-13 21:00:00,0.3666,271.25,0.0,1248,960,-4560.0,-2352.0
2020-01-13 22:00:00,0.1833,271.15,0.0,1248,960,-4598.4,-2390.4
2020-01-13 23:00:00,0.1833,270.95,0.0,1248,960,-4627.2,-2419.2
2020-01-14 00:00:00,0.1833,270.75,0.0,1248,960,-4665.6,-2457.6
2020-01-14 01:00:00,0.1833,270.45,0.0,1248,960,-4704.0,-2496.0
2020-01-14 02:00:00,0.1833,270.15,0.0,1248,960,-4771.2,-2563.2
2020-01-14 03:00:00,0.1833,269.85,0.0,1248,960,-4828.8,-2620.8
2020-01-14 04:00:00,0.1833,269.65,0.0,1248,960,-4896.0,-2688.0
2020-01-14 05:00:00,0.1833,269.35,0.0,1248,960,-4934.4,-2726.4
2020-01-14 06:00:00,0.3666,269.05,0.0,1728,960,-5001.6,-2313.6
2020-01-14 07:00:00,0.3666,268.75,0.0,2208,960,-5059.2,-1891.2
2020-01-14 08:00:00,0.3666,268.95,116.3,1248,960,-5126.4,-2918.4
2020-01-14 09:00:00,0.3666,269.75,1104.8,480,960,-5088.0,-3648.0
2020-01-14 10:00:00,0.3666,270.65,2355.0,480,960,-4915.2,-3475.2
2020-01-14 11:00:00,0.3666,271.35,3052.7,1440,960,-4723.2,-2323.2
2020-01-14 12:00:00,0.3666,270.85,843.1,2400,960,-4579.2,-1219.2
2020-01-14 13:00:00,0.3666,271.15,2122.4,1440,960,-4684.8,-2284.8
